26.78753281,25.30942535,13.2893486,10.07786083,15.40886307,18.31305504,19.16716576,,18.618433,19.97982025,13.37917995
23.05128288,21.34649277,9.730113029,6.097774982,13.93614483,15.1511097,17.01630402,9.488474846,15.00819778,16.59797478,9.723971367
21.91153717,20.80340958,8.807824135,13.69414902,12.71677494,13.83367443,14.77321053,8.964565277,13.97181511,21.94397354,8.850636482
,24.15049934,,9.228816032,17.56198883,,17.97412109,,,18.2319355,
,19.87763405,,6.394669533,10.84031105,,12.67027187,,,14.39443207,
,18.98457146,,5.769694328,15.06025696,,14.36802673,,,23.93675423,
,22.55576706,,10.98861122,14.17223072,,12.60727119,,,19.54585266,
,17.43473625,,7.516448021,17.12877464,,14.29863262,,,20.47189713,
,17.86404419,,6.710991383,11.02206039,,12.61280823,,,16.74929047,
,24.18650246,,11.77246571,15.16343307,,14.3494606,,,13.42303848,
,22.10159302,,8.823928833,16.76614571,,12.48895168,,,17.77751732,
,,,8.06666851,15.36801434,,15.8082056,,,12.78885078,
,,,15.81457901,18.79046631,,12.55637264,,,15.11960793,
,,,11.16619301,15.41577339,,11.4836235,,,11.37699699,
,,,8.641453743,18.29076958,,,,,10.1802969,
,,,18.31131554,15.15433693,,,,,6.992947102,
,,,11.52911186,18.41219521,,,,,,
,,,9.968322754,15.60954475,,,,,,
,,,,18.8842907,,,,,,
,,,,15.76535606,,,,,,
,,,,18.55675888,,,,,,
,,,,15.69564819,,,,,,
,,,,17.95436668,,,,,,
,,,,15.83668041,,,,,,
,,,,18.75199699,,,,,,
,,,,15.55068874,,,,,,
,,,,18.73881721,,,,,,
,,,,15.77776337,,,,,,
,,,,19.06698608,,,,,,
,,,,15.58441448,,,,,,
,,,,17.70200348,,,,,,
,,,,15.73682022,,,,,,
,,,,18.45683861,,,,,,
,,,,15.79640102,,,,,,
,,,,15.03321838,,,,,,
,,,,10.1860075,,,,,,
,,,,9.860361099,,,,,,
,,,,10.57048988,,,,,,
,,,,5.59480381,,,,,,
,,,,9.349349976,,,,,,